"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL9506";"DEVAZEPIDE";"DEVAZEPIDA|DEVAZEPIDE|L-364,718|L-364718|MK-329";"Small molecule";"2.0";"408.46";"88";"1284";"3.74";"77.56";"3";"2";"0";"3";"N";"0.54";"None";"0.91";"3.77";"3.77";"4";"MOL";"0";"31";"6";"2";"0";"408.1586";"-0.32";"NEUTRAL";"C25H20N4O2";"CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21";"NFHRQQKPEBFUJK-HSZRJFAPSA-N";"InChI=1S/C25H20N4O2/c1-29-21-14-8-6-12-18(21)22(16-9-3-2-4-10-16)27-23(25(29)31)28-24(30)20-15-17-11-5-7-13-19(17)26-20/h2-15,23,26H,1H3,(H,28,30)/t23-/m1/s1";"False";"0";"['1, (L-364718)', '2', '1 (Devazepide)', '9 (MK-329)', '1', 'devazepide MK-329', 'devazepide', 'devazepide', '1', '1, (MK-329 L-364718)', 'Devazepide', '9 (MK-329) (S)', '6 (Devazepide)', 'Devazepide', '1', 'MK-329', 'MK-329', '1', 'MK-329', '1', 'devazepide', 'devazepide', 'devazepide', '2', 'L-364718', '(3S)-1', 'Devazepide', 'SID29215529', 'Devazepide', 'SID144205297', '21', 'Devazepide', 'Devazepide', '24', 'COVC-1215974554', 'SID170466556', 'DEVAZEPIDE', 'EUB0000367a', 'EUB0000367a', 'EUB0000367a', 'EUB0000367a', 'EUB0000367a', 'EUB0000367a']";"['1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (L-364718)', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (Devazepide or (R) L364718)', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (devazepide)', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (devazepide)', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (MK-329, L-364,718)', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-3-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '(S)-1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', 'devazepide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '(Z)-N-(1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-1H-indole-2-carboxamide', 'devazepide', 'devazepide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide (L-364,718 ((S)-devazepide)', '(S)-N-(1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-1H-indole-2-carboxamide', 'Devazepide', 'SID29215529', 'Devazepide', 'SID144205297', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid ((S)-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', '1H-Indole-2-carboxylic acid (1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-amide', 'DEVAZEPIDE', 'SID170466556', 'DEVAZEPIDE', 'DEVAZEPIDE', 'DEVAZEPIDE', 'DEVAZEPIDE', 'DEVAZEPIDE', 'DEVAZEPIDE', 'DEVAZEPIDE']"
"CHEMBL15177";"MK-571";"L-660711|MK-571";"Small molecule";"";"515.10";"42";"138";"6.48";"70.50";"5";"1";"2";"11";"N";"0.30";"4.26";"3.11";"5.67";"2.91";"3";"MOL";"-1";"34";"5";"1";"2";"514.1152";"-0.79";"ACID";"C26H27ClN2O3S2";"CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1";"AXUZQJFHDNNPFG-UXBLZVDNSA-N";"InChI=1S/C26H27ClN2O3S2/c1-29(2)24(30)12-14-33-26(34-15-13-25(31)32)20-5-3-4-18(16-20)6-10-22-11-8-19-7-9-21(27)17-23(19)28-22/h3-11,16-17,26H,12-15H2,1-2H3,(H,31,32)/b10-6+";"False";"-1";"['MK-571', '1 (MK-571)', 'L-660711', '11(MK-571)', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK571', 'MK-571', 'MK-571', '1', 'MK-571', 'MK-571', 'Mk-679', 'MK-571', '9', 'SID26756893', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK571', 'MK-571', 'MK571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', '1, (MK-571, L-660711)', 'MK571', 'MK-571', 'MK-571', 'MK571', 'MK571', 'verlukast', 'verlukast', 'MK-571', 'COVC-0672175890', 'MK571', 'MK-571', 'MK571']";"['MK-571', '3-[{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', '3-[{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', '3-[{3-[2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid (MK-571)', '(E)-3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'MK-571', 'MK-571', 'MK571', 'MK-571', 'MK-571', '3-[{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-(((3-(2-(7-chloroquinoline-2-yl)ethenyl)phenyl)((3-dimethylamino-3-oxopropyl)thio)methyl)thio)propanoic acid', '3-[(R)-{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '(E)-3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'SID26756893', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', 'MK-571', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'MK-571', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'MK-571', 'MK-571', '3-[{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-diethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', 'MK-571', 'MK-571', 'MK571', '(E)-3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'MK-571', 'MK-571', 'MK-571', 'MK-571', '3-[{3-[2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid (MK-571, L-660711)', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-[[3-[2-(7-chloro-2-quinolyl)vinyl]phenyl]-[3-(dimethylamino)-3-oxo-propyl]sulfanyl-methyl]sulfanylpropanoic acid', '3-[{3-[(E)-2-(7-Chloro-quinolin-2-yl)-vinyl]-phenyl}-(2-dimethylcarbamoyl-ethylsulfanyl)-methylsulfanyl]-propionic acid', '(E)-3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', 'verlukast', 'verlukast', 'MK-571', 'VERLUKAST', '3-[[3-[(E)-2-(7-chloro-2-quinolyl)vinyl]phenyl]-[3-(dimethylamino)-3-oxo-propyl]sulfanyl-methyl]sulfanylpropanoic acid', '3-((3-(2-(7-chloroquinolin-2-yl)vinyl)phenyl)(3-(dimethylamino)-3-oxopropylthio)methylthio)propanoic acid', '3-[({3-[(1E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl}({[2-(dimethylcarbamoyl)ethyl]sulfanyl})methyl)sulfanyl]propanoic acid']"
"CHEMBL1672354";"";"MK-5046";"Small molecule";"";"444.38";"15";"71";"4.47";"66.73";"4";"2";"0";"6";"N";"0.55";"10.44";"6.72";"3.91";"3.83";"3";"MOL";"-1";"31";"5";"2";"0";"444.1385";"-1.32";"NEUTRAL";"C20H18F6N4O";"O[C@@](Cc1nc(CC2(C(F)(F)F)CC2)c[nH]1)(c1ccc(-n2cccn2)cc1)C(F)(F)F";"UJINBEQCDMOAHM-SFHVURJKSA-N";"InChI=1S/C20H18F6N4O/c21-19(22,23)17(6-7-17)10-14-12-27-16(29-14)11-18(31,20(24,25)26)13-2-4-15(5-3-13)30-9-1-8-28-30/h1-5,8-9,12,31H,6-7,10-11H2,(H,27,29)/t18-/m0/s1";"False";"-1";"['1a', 'MK-5046', '22, MK-5046', 'MK-5046', 'MK-5046', 'MK-5046', 'MK-5046']";"['(S)-2-(4-(1H-pyrazol-1-yl)phenyl)-1,1,1-trifluoro-3-(4-((1-(trifluoromethyl)cyclopropyl)methyl)-1H-imidazol-2-yl)propan-2-ol', 'MK-5046', '(2S)-1,1,1-trifluoro-2-[4-(1H-pyrazol-1-yl)phenyl]-3-(4-{[1-(trifluoromethyl)cyclopropyl]methyl}-1H-imidazol-2-yl)propan-2-ol', 'MK-5046', 'MK-5046', 'MK-5046', '(S)-2-(4-(1H-pyrazol-1-yl)phenyl)-1,1,1-trifluoro-3-(4-((1-(trifluoromethyl)cyclopropyl)methyl)-1H-imidazol-2-yl)propan-2-ol']"
"CHEMBL2238154";"";"";"Small molecule";"";"310.38";"4";"18";"4.19";"58.14";"4";"2";"0";"3";"N";"0.71";"8.51";"None";"2.99";"2.96";"3";"MOL";"-1";"22";"4";"2";"0";"310.0776";"-0.50";"NEUTRAL";"C17H14N2O2S";"COc1ccccc1-c1cc(-c2ccccc2O)nc(=S)[nH]1";"VORBEFZNJDYMFP-UHFFFAOYSA-N";"InChI=1S/C17H14N2O2S/c1-21-16-9-5-3-7-12(16)14-10-13(18-17(22)19-14)11-6-2-4-8-15(11)20/h2-10,20H,1H3,(H,18,19,22)";"False";"-1";"['MET']";"['4-(2-hydroxyphenyl)-6-(2-methoxyphenyl)pyrimidine-2(1H)-thione']"
"CHEMBL321176";"AMPHOTERICIN B ME ESTER";"Amphotericin B Me Ester|Amphotericin B Methyl Ester";"Small molecule";"";"938.12";"3";"3";"0.80";"308.61";"18";"11";"3";"3";"N";"0.17";"11.83";"9.12";"0.11";"-1.59";"0";"MOL";"-1";"66";"18";"12";"3";"937.5035";"1.70";"BASE";"C48H75NO17";"COC(=O)[C@H]1[C@@H]2C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@@H]1O)O2";"UAZIZEMIKKIBCA-TYVGYKFWSA-N";"InChI=1S/C48H75NO17/c1-28-18-16-14-12-10-8-6-7-9-11-13-15-17-19-35(65-47-45(59)42(49)44(58)31(4)64-47)25-39-41(46(60)62-5)38(55)27-48(61,66-39)26-34(52)23-37(54)36(53)21-20-32(50)22-33(51)24-40(56)63-30(3)29(2)43(28)57/h6-19,28-39,41-45,47,50-55,57-59,61H,20-27,49H2,1-5H3/b7-6+,10-8+,11-9+,14-12+,15-13+,18-16+,19-17+/t28-,29-,30-,31+,32+,33+,34-,35-,36+,37+,38-,39-,41+,42-,43+,44+,45-,47-,48+/m0/s1";"False";"-1";"['Amphotericin B Me Ester', 'AME']";"['Amphotericin B Me Ester', 'Amphotericin B methyl ester']"
"CHEMBL4594278";"GEFAPIXANT CITRATE";"GEFAPIXANT CITRATE|MK-7264|MK7264";"Small molecule";"1.0";"545.53";"None";"None";"1.21";"156.44";"8";"3";"0";"5";"N";"0.72";"9.67";"6.76";"0.86";"0.77";"2";"MOL";"0";"24";"9";"6";"1";"353.1158";"-0.75";"NEUTRAL";"C20H27N5O11S";"COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O.O=C(O)CC(O)(CC(=O)O)C(=O)O";"AIJVJYUOMCRFOE-UHFFFAOYSA-N";"InChI=1S/C14H19N5O4S.C6H8O7/c1-7(2)8-4-10(22-3)12(24(17,20)21)5-9(8)23-11-6-18-14(16)19-13(11)15;7-3(8)1-6(13,5(11)12)2-4(9)10/h4-7H,1-3H3,(H2,17,20,21)(H4,15,16,18,19);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)";"False";"0";"['GEFAPIXANT CITRATE']";"['GEFAPIXANT CITRATE']"
"CHEMBL1222055";"";"Met-Glu";"Small molecule";"";"278.33";"1";"1";"-0.50";"129.72";"5";"4";"0";"9";"N";"0.45";"3.36";"8.42";"-3.36";"-6.20";"0";"MOL";"-1";"18";"7";"5";"0";"278.0936";"0.24";"ACID";"C10H18N2O5S";"CSCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O";"ADHNYKZHPOEULM-BQBZGAKWSA-N";"InChI=1S/C10H18N2O5S/c1-18-5-4-6(11)9(15)12-7(10(16)17)2-3-8(13)14/h6-7H,2-5,11H2,1H3,(H,12,15)(H,13,14)(H,16,17)/t6-,7-/m0/s1";"False";"-1";"['Met-Glu']";"['Met-Glu']"
"CHEMBL1092321";"";"ME-0180";"Small molecule";"";"237.22";"3";"12";"-0.66";"114.01";"5";"3";"0";"3";"N";"0.37";"8.67";"0.81";"-0.20";"-0.22";"1";"MOL";"-1";"17";"7";"4";"0";"237.0750";"-0.95";"NEUTRAL";"C10H11N3O4";"COc1ccc(/C=N/NC(=O)C(N)=O)c(O)c1";"SLERRZLLURKLFW-LFYBBSHMSA-N";"InChI=1S/C10H11N3O4/c1-17-7-3-2-6(8(14)4-7)5-12-13-10(16)9(11)15/h2-5,14H,1H3,(H2,11,15)(H,13,16)/b12-5+";"False";"-1";"['ME-0180']";"["2-[N'-(2-Hydroxy-4-methoxy-benzylidene)-hydrazino]-2-oxo-acetamide"]"
"CHEMBL2107864";"PLOVAMER";"PI-2301|PLOVAMER";"Small molecule";"-1.0";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";"";"";"False";"0";"['PLOVAMER']";"['PLOVAMER']"
"CHEMBL116855";"";"MEN-11715";"Small molecule";"";"704.61";"1";"1";"3.57";"158.49";"6";"5";"1";"9";"N";"0.13";"10.26";"None";"4.37";"4.36";"4";"MOL";"-1";"49";"11";"5";"2";"703.1964";"0.26";"NEUTRAL";"C36H35Cl2N5O6";"C=CCOC(=O)[C@@H]1CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2ccc(Cl)c(Cl)c2)C(=O)N1";"QGSCLMGLRJRKRO-JVVMDBNWSA-N";"InChI=1S/C36H35Cl2N5O6/c1-2-14-49-36(48)31-19-32(44)40-30(18-23-20-39-27-11-7-6-10-24(23)27)35(47)41-28(16-21-8-4-3-5-9-21)33(45)42-29(34(46)43-31)17-22-12-13-25(37)26(38)15-22/h2-13,15,20,28-31,39H,1,14,16-19H2,(H,40,44)(H,41,47)(H,42,45)(H,43,46)/t28-,29+,30-,31-/m0/s1";"False";"-1";"['MEN-11715']";"['5-Benzyl-8-(3,4-dichloro-benzyl)-2-(1H-indol-3-ylmethyl)-3,6,9,13-tetraoxo-1,4,7,10tetraaza-cyclotridecane-11-carboxylic acid allyl ester']"
"CHEMBL1093304";"";"MK-0489";"Small molecule";"";"600.19";"13";"54";"6.70";"52.65";"3";"1";"2";"4";"N";"0.43";"None";"9.05";"5.53";"3.88";"2";"MOL";"-1";"42";"5";"1";"2";"599.3090";"-0.68";"BASE";"C34H44ClF2N3O2";"CC(=O)NC(C)(C)[C@@H]1CC2(CCN(C(=O)[C@@H]3CN(C(C)(C)C)C[C@H]3c3ccc(F)cc3F)CC2)c2cc(Cl)c(C)cc21";"KMNARKQYUZICHM-ZRRKCSAHSA-N";"InChI=1S/C34H44ClF2N3O2/c1-20-14-24-27(16-29(20)35)34(17-28(24)33(6,7)38-21(2)41)10-12-39(13-11-34)31(42)26-19-40(32(3,4)5)18-25(26)23-9-8-22(36)15-30(23)37/h8-9,14-16,25-26,28H,10-13,17-19H2,1-7H3,(H,38,41)/t25-,26+,28+/m0/s1";"False";"-1";"['1', '1r, MK-0489']";"["trans-N-(2-((R)-1'-((3S,4R)-1-tert-butyl-4-(2,4-difluorophenyl)pyrrolidine-3-carbonyl)-6-chloro-5-methyl-2,3-dihydrospiro[indene-1,4'-piperidine]-3-yl)propan-2-yl)acetamide", "N-(2-((R)-1'-((3S,4R)-1-tert-butyl-4-(2,4-difluorophenyl)pyrrolidine-3-carbonyl)-6-chloro-5-methyl-2,3-dihydrospiro[indene-1,4'-piperidine]-3-yl)propan-2-yl)acetamide"]"
"CHEMBL347698";"FENITROTHION";"FENITROTHION|Fenitrothion";"Small molecule";"-1.0";"277.24";"18";"56";"2.80";"70.83";"6";"0";"0";"5";"N";"0.47";"None";"None";"3.12";"3.12";"1";"MOL";"0";"17";"6";"0";"0";"277.0174";"-0.72";"None";"C9H12NO5PS";"COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1";"ZNOLGFHPUIJIMJ-UHFFFAOYSA-N";"InChI=1S/C9H12NO5PS/c1-7-6-8(4-5-9(7)10(11)12)15-16(17,13-2)14-3/h4-6H,1-3H3";"False";"0";"['Fenitrothion', 'Fenitrothion', 'Fenitrothion', 'FENITROTHION', 'SID29217949', 'I', 'Fenitrothion', 'fenitrothion', 'MEP', 'Fenitrothion', 'fenitrothion', 'SID144211223', 'Fenitrothion', 'SID26753132', 'table I', 'Fenitrothion', 'Fenitrothion']";"['Fenitrothion', 'Fenitrothion', 'Fenitrothion', 'FENITROTHION', 'SID29217949', 'Fenitrothion', 'Fenitrothion', 'fenitrothion', 'Fenitrothion', 'Fenitrothion', 'fenitrothion', 'SID144211223', 'Fenitrothion', 'SID26753132', "Thiophosphoric acid O,O'-dimethyl ester O''-(3-methyl-4-nitro-phenyl) ester", 'Fenitrothion', 'Fenitrothione']"
"CHEMBL313379";"";"MK-55";"Small molecule";"";"412.54";"4";"8";"0.34";"167.43";"4";"7";"1";"12";"N";"0.15";"None";"12.05";"-0.05";"-5.46";"2";"MOL";"-1";"30";"9";"10";"1";"412.2699";"0.14";"BASE";"C21H32N8O";"N=C(N)NCCCNC(=O)[C@H](CCCN=C(N)N)NCc1ccc2ccccc2c1";"NBHMYLMOACSAPG-SFHVURJKSA-N";"InChI=1S/C21H32N8O/c22-20(23)27-10-3-7-18(19(30)26-11-4-12-28-21(24)25)29-14-15-8-9-16-5-1-2-6-17(16)13-15/h1-2,5-6,8-9,13,18,29H,3-4,7,10-12,14H2,(H,26,30)(H4,22,23,27)(H4,24,25,28)/t18-/m0/s1";"False";"-1";"['MK-55 (S)', 'MK-55']";"['N-Alkylamino acid derivative', '5-Guanidino-2-[(naphthalen-2-ylmethyl)-amino]-pentanoic acid (3-guanidino-propyl)-amide']"
"CHEMBL362672";"MANSONONE E";"Mansonone E";"Small molecule";"";"242.27";"23";"33";"2.63";"43.37";"3";"0";"0";"0";"Y";"0.66";"None";"None";"2.88";"2.88";"1";"MOL";"-1";"18";"3";"0";"0";"242.0943";"1.98";"NEUTRAL";"C15H14O3";"CC1=C2OCC(C)c3ccc(C)c(c32)C(=O)C1=O";"SYWTYRLIJCHSLJ-UHFFFAOYSA-N";"InChI=1S/C15H14O3/c1-7-4-5-10-8(2)6-18-15-9(3)13(16)14(17)11(7)12(10)15/h4-5,8H,6H2,1-3H3";"False";"-1";"['mansonone E', '11', '12b', '12', '2', 'ME']";"['3,9-dimethyl-2,3-dihydrobenzo[de]chromene-7,8-dione', 'Mansonone E', '3,6,9-Trimethyl-2,3-dihydro-benzo[de]chromene-7,8-dione', 'Mansonone E', 'Mansonone E', 'Mansonone E']"
"CHEMBL114442";"";"MEN-11667";"Small molecule";"";"571.72";"1";"3";"3.29";"132.19";"4";"5";"1";"6";"N";"0.31";"11.15";"None";"3.14";"3.14";"3";"MOL";"-1";"42";"9";"5";"1";"571.3159";"0.56";"NEUTRAL";"C33H41N5O4";"O=C1CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CC2CCCCC2)CN1";"RZZVVLSLKHRQSR-IGBKUBFESA-N";"InChI=1S/C33H41N5O4/c39-30-15-16-31(40)37-29(19-24-20-34-27-14-8-7-13-26(24)27)33(42)38-28(18-23-11-5-2-6-12-23)32(41)36-25(21-35-30)17-22-9-3-1-4-10-22/h2,5-8,11-14,20,22,25,28-29,34H,1,3-4,9-10,15-19,21H2,(H,35,39)(H,36,41)(H,37,40)(H,38,42)/t25-,28+,29+/m1/s1";"False";"-1";"['MEN-11667', '14d']";"['5-Benzyl-8-cyclohexylmethyl-2-(1H-indol-3-ylmethyl)-1,4,7,10tetraaza-cyclotetradecane-3,6,11,14-tetraone', '5-Benzyl-8-cyclohexylmethyl-2-(1H-indol-3-ylmethyl)-1,4,7,10tetraaza-cyclotetradecane-3,6,11,14-tetraone']"
"CHEMBL1086657";"";"MK-6892";"Small molecule";"";"386.41";"18";"57";"2.43";"138.44";"7";"3";"0";"6";"N";"0.69";"3.00";"None";"2.22";"-1.35";"2";"MOL";"-1";"28";"9";"3";"0";"386.1590";"-0.81";"ACID";"C19H22N4O5";"CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1";"CJHXBFSJXDUJHP-UHFFFAOYSA-N";"InChI=1S/C19H22N4O5/c1-19(2,18(27)21-13-6-4-3-5-12(13)17(25)26)9-15-22-16(23-28-15)14-8-7-11(24)10-20-14/h7-8,10,24H,3-6,9H2,1-2H3,(H,21,27)(H,25,26)";"False";"-1";"['1e, MK-6892', 'MK-6892', 'MK-6892']";"['2-({3-[3-(5-hydroxypyridin-2-yl)-1,2,4-oxadiazol-5-yl]-2,2-dimethylpropanoyl}-amino)cyclohex-1-ene-1-carboxylic acid', 'MK-6892', 'MK-6892']"
